TRANSACTIONTYPE;"NUM POLICE

4036";CODE GARANTIE;TYPE GARANTIE
G;000000A41010095;VOL;VOL
G;000000A41011510;ASSP;ASS GOLD 10JR ET CARGLASS
G;000000A41011510;CAS;CONTRE ASSURANCE SPECIALE
G;000000A41011510;CP;COUT DE POLICE
G;000000A41011510;INC;INCENDIE
G;000000A41011510;PIPT;PACKAGE IPT
G;000000A41011510;RC;RESPONSABILITE CIVILE
G;000000A41011510;RTI;RECOURS TIERS INCENDIE
G;000000A41011510;VOL;VOL
G;000000A41011654;ASS;ASS GOLD ET CARGLASS 60
G;000000A41011654;CAS;CONTRE ASSURANCE SPECIALE
G;000000A41011654;CP;COUT DE POLICE
G;000000A41011654;IAC;INCENDIE ACCESSOIRES
G;000000A41011654;INC;INCENDIE
G;000000A41011654;RC;RESPONSABILITE CIVILE
G;000000A41011654;RTI;RECOURS TIERS INCENDIE
G;000000A41011654;VOL;VOL
G;000000A41011696;ASS;ASS GOLD ET CARGLASS 60
G;000000A41011696;CAS;CONTRE ASSURANCE SPECIALE
G;000000A41011696;CP;COUT DE POLICE
G;000000A41011696;INC;INCENDIE
G;000000A41011696;RC;RESPONSABILITE CIVILE
G;000000A41011696;RTI;RECOURS TIERS INCENDIE
G;000000A41011696;TR;GARANTIE TIERCE
G;000000A41011696;VOL;VOL
G;000000A41012203;ASS;ASS GOLD ET CARGLASS 60
G;000000A41012203;CAS;CONTRE ASSURANCE SPECIALE
G;000000A41012203;CP;COUT DE POLICE
G;000000A41012203;INC;INCENDIE
G;000000A41012203;RC;RESPONSABILITE CIVILE
G;000000A41012203;RTI;RECOURS TIERS INCENDIE
G;000000A41012203;VOL;VOL
G;000000A41012302;ASS;ASS GOLD ET CARGLASS 60
G;000000A41012302;BG;BRIS DE GLACE
G;000000A41012302;CAS;CONTRE ASSURANCE SPECIALE
G;000000A41012302;CP;COUT DE POLICE
G;000000A41012302;INC;INCENDIE
G;000000A41012302;RC;RESPONSABILITE CIVILE
G;000000A41012302;RTI;RECOURS TIERS INCENDIE
G;000000A41012302;VOL;VOL
G;000000A41012634;ASS;ASS GOLD ET CARGLASS 60
G;000000A41012634;CAS;CONTRE ASSURANCE SPECIALE
G;000000A41012634;CP;COUT DE POLICE
G;000000A41012634;INC;INCENDIE
G;000000A41012634;RC;RESPONSABILITE CIVILE
G;000000A41012634;RTI;RECOURS TIERS INCENDIE
G;000000A41012634;VOL;VOL
G;000000A41013184;ASSP;ASS GOLD 10JR ET CARGLASS
G;000000A41013184;BG;BRIS DE GLACE
G;000000A41013184;CAS;CONTRE ASSURANCE SPECIALE
G;000000A41013184;CP;COUT DE POLICE
G;000000A41013184;INC;INCENDIE
G;000000A41013184;PIPT;PACKAGE IPT
G;000000A41013184;RC;RESPONSABILITE CIVILE
G;000000A41013184;RTI;RECOURS TIERS INCENDIE
G;000000A41013184;VOL;VOL
G;000000A41013303;AAA;PRISE EN CHARGE
G;000000A41013303;ASSP;ASS GOLD 10JR ET CARGLASS
G;000000A41013303;BG;BRIS DE GLACE
G;000000A41013303;CAS;CONTRE ASSURANCE SPECIALE
G;000000A41013303;CP;COUT DE POLICE
G;000000A41013303;INC;INCENDIE
G;000000A41013303;RC;RESPONSABILITE CIVILE
G;000000A41013303;RTI;RECOURS TIERS INCENDIE
G;000000A41013303;VOL;VOL
G;000000A41013399;ASSP;ASS GOLD 10JR ET CARGLASS
G;000000A41013399;BG;BRIS DE GLACE
G;000000A41013399;CAS;CONTRE ASSURANCE SPECIALE
G;000000A41013399;CP;COUT DE POLICE
G;000000A41013399;DOC;DOMMAGES AVEC COLLISION
G;000000A41013399;INC;INCENDIE
G;000000A41013399;PIPT;PACKAGE IPT
G;000000A41013399;RC;RESPONSABILITE CIVILE
G;000000A41013399;RTI;RECOURS TIERS INCENDIE
G;000000A41013399;VOL;VOL
G;000000A41013408;CAS;CONTRE ASSURANCE SPECIALE
G;000000A41013408;CP;COUT DE POLICE
G;000000A41013408;INC;INCENDIE
G;000000A41013408;RC;RESPONSABILITE CIVILE
G;000000A41013408;RTI;RECOURS TIERS INCENDIE
G;000000A41013408;VOL;VOL
G;000000A41013473;ASSP;ASS GOLD 10JR ET CARGLASS
G;000000A41013473;CAS;CONTRE ASSURANCE SPECIALE
G;000000A41013473;CP;COUT DE POLICE
G;000000A41013473;INC;INCENDIE
G;000000A41013473;RC;RESPONSABILITE CIVILE
G;000000A41013473;RTI;RECOURS TIERS INCENDIE
G;000000A41013473;TR;GARANTIE TIERCE
G;000000A41013473;VOL;VOL
G;000000A41013473;ASS;ASS GOLD ET CARGLASS 60
G;000000A41013473;CAS;CONTRE ASSURANCE SPECIALE
G;000000A41013473;CP;COUT DE POLICE
G;000000A41013473;INC;INCENDIE
G;000000A41013473;RC;RESPONSABILITE CIVILE
G;000000A41013473;RTI;RECOURS TIERS INCENDIE
G;000000A41013473;TR;GARANTIE TIERCE
G;000000A41013473;VOL;VOL
G;000000A41013501;ASS;ASS GOLD ET CARGLASS 60
G;000000A41013501;CAS;CONTRE ASSURANCE SPECIALE
G;000000A41013501;CP;COUT DE POLICE
G;000000A41013501;IAC;INCENDIE ACCESSOIRES
G;000000A41013501;INC;INCENDIE
G;000000A41013501;RC;RESPONSABILITE CIVILE
G;000000A41013501;RTI;RECOURS TIERS INCENDIE
G;000000A41013501;TR;GARANTIE TIERCE
G;000000A41013501;VAC;VOL ACCESSOIRES
G;000000A41013501;VOL;VOL
G;000000A41013501;ASS;ASS GOLD ET CARGLASS 60
G;000000A41013501;CAS;CONTRE ASSURANCE SPECIALE
G;000000A41013501;CP;COUT DE POLICE
G;000000A41013501;IAC;INCENDIE ACCESSOIRES
G;000000A41013501;INC;INCENDIE
G;000000A41013501;RC;RESPONSABILITE CIVILE
G;000000A41013501;RTI;RECOURS TIERS INCENDIE
G;000000A41013501;TR;GARANTIE TIERCE
G;000000A41013501;VAC;VOL ACCESSOIRES
G;000000A41013501;VOL;VOL
G;000000A41013989;ASSA;ASSISTANCE GOLD 10JR SS CARGL
G;000000A41013989;CAS;CONTRE ASSURANCE SPECIALE
G;000000A41013989;CP;COUT DE POLICE
G;000000A41013989;INC;INCENDIE
G;000000A41013989;RC;RESPONSABILITE CIVILE
G;000000A41013989;RTI;RECOURS TIERS INCENDIE
G;000000A41013989;VOL;VOL
G;000000A41014009;ASS;ASS GOLD ET CARGLASS 60
G;000000A41014009;BG;BRIS DE GLACE
G;000000A41014009;CAS;CONTRE ASSURANCE SPECIALE
G;000000A41014009;CP;COUT DE POLICE
G;000000A41014009;INC;INCENDIE
G;000000A41014009;RC;RESPONSABILITE CIVILE
G;000000A41014009;RTI;RECOURS TIERS INCENDIE
G;000000A41014009;VOL;VOL
G;000000A41014009;ASS;ASS GOLD ET CARGLASS 60
G;000000A41014009;BG;BRIS DE GLACE
G;000000A41014009;CAS;CONTRE ASSURANCE SPECIALE
G;000000A41014009;CP;COUT DE POLICE
G;000000A41014009;INC;INCENDIE
G;000000A41014009;RC;RESPONSABILITE CIVILE
G;000000A41014009;RTI;RECOURS TIERS INCENDIE
G;000000A41014009;VOL;VOL
G;000000A41014009;ASS;ASS GOLD ET CARGLASS 60
G;000000A41014009;BG;BRIS DE GLACE
G;000000A41014009;CAS;CONTRE ASSURANCE SPECIALE
G;000000A41014009;CP;COUT DE POLICE
G;000000A41014009;INC;INCENDIE
G;000000A41014009;RC;RESPONSABILITE CIVILE
G;000000A41014009;RTI;RECOURS TIERS INCENDIE
G;000000A41014009;VOL;VOL
G;000000A41014009;ASS;ASS GOLD ET CARGLASS 60
G;000000A41014009;BG;BRIS DE GLACE
G;000000A41014009;CAS;CONTRE ASSURANCE SPECIALE
G;000000A41014009;CP;COUT DE POLICE
G;000000A41014009;INC;INCENDIE
G;000000A41014009;RC;RESPONSABILITE CIVILE
G;000000A41014009;RTI;RECOURS TIERS INCENDIE
G;000000A41014009;VOL;VOL
G;000000A41014071;AAA;PRISE EN CHARGE
G;000000A41014071;ASSA;ASSISTANCE GOLD 10JR SS CARGL
G;000000A41014071;CAS;CONTRE ASSURANCE SPECIALE
G;000000A41014071;CP;COUT DE POLICE
G;000000A41014071;DOC;DOMMAGES AVEC COLLISION
G;000000A41014071;EXF;EXT. TIERCE FORCES DE LA NATUR
G;000000A41014071;EXI;EXTENSION INCENDIE
G;000000A41014071;INC;INCENDIE
G;000000A41014071;PIDC;PACKAGE IND CONDUCTEUR
G;000000A41014071;RC;RESPONSABILITE CIVILE
G;000000A41014071;RTI;RECOURS TIERS INCENDIE
G;000000A41014071;VOL;VOL
G;000000A41014118;CAS;CONTRE ASSURANCE SPECIALE
G;000000A41014118;CP;COUT DE POLICE
G;000000A41014118;RC;RESPONSABILITE CIVILE
G;000000A41014118;RTI;RECOURS TIERS INCENDIE
G;000000A41014439;ASS;ASS GOLD ET CARGLASS 60
G;000000A41014439;CAS;CONTRE ASSURANCE SPECIALE
G;000000A41014439;CP;COUT DE POLICE
G;000000A41014439;INC;INCENDIE
G;000000A41014439;RC;RESPONSABILITE CIVILE
G;000000A41014439;RTI;RECOURS TIERS INCENDIE
G;000000A41014439;VOL;VOL
G;000000A41015235;ASS;ASS GOLD ET CARGLASS 60
G;000000A41015235;CAS;CONTRE ASSURANCE SPECIALE
G;000000A41015235;CP;COUT DE POLICE
G;000000A41015235;DOC;DOMMAGES AVEC COLLISION
G;000000A41015235;INC;INCENDIE
G;000000A41015235;RC;RESPONSABILITE CIVILE
G;000000A41015235;RTI;RECOURS TIERS INCENDIE
G;000000A41015235;VOL;VOL
G;000000A41015235;ASS;ASS GOLD ET CARGLASS 60
G;000000A41015235;CAS;CONTRE ASSURANCE SPECIALE
G;000000A41015235;CP;COUT DE POLICE
G;000000A41015235;DOC;DOMMAGES AVEC COLLISION
G;000000A41015235;INC;INCENDIE
G;000000A41015235;RC;RESPONSABILITE CIVILE
G;000000A41015235;RTI;RECOURS TIERS INCENDIE
G;000000A41015235;VOL;VOL
G;000000A41015235;ASS;ASS GOLD ET CARGLASS 60
G;000000A41015235;CAS;CONTRE ASSURANCE SPECIALE
G;000000A41015235;CP;COUT DE POLICE
G;000000A41015235;DOC;DOMMAGES AVEC COLLISION
G;000000A41015235;INC;INCENDIE
G;000000A41015235;RC;RESPONSABILITE CIVILE
G;000000A41015235;RTI;RECOURS TIERS INCENDIE
G;000000A41015235;VOL;VOL
G;000000A41015235;ASS;ASS GOLD ET CARGLASS 60
G;000000A41015235;CAS;CONTRE ASSURANCE SPECIALE
G;000000A41015235;CP;COUT DE POLICE
G;000000A41015235;DOC;DOMMAGES AVEC COLLISION
G;000000A41015235;INC;INCENDIE
G;000000A41015235;RC;RESPONSABILITE CIVILE
G;000000A41015235;RTI;RECOURS TIERS INCENDIE
G;000000A41015235;VOL;VOL
G;000000A41015235;ASS;ASS GOLD ET CARGLASS 60
G;000000A41015235;CAS;CONTRE ASSURANCE SPECIALE
G;000000A41015235;CP;COUT DE POLICE
G;000000A41015235;DOC;DOMMAGES AVEC COLLISION
G;000000A41015235;INC;INCENDIE
G;000000A41015235;RC;RESPONSABILITE CIVILE
G;000000A41015235;RTI;RECOURS TIERS INCENDIE
G;000000A41015235;VOL;VOL
G;000000A41015235;ASS;ASS GOLD ET CARGLASS 60
G;000000A41015235;CAS;CONTRE ASSURANCE SPECIALE
G;000000A41015235;CP;COUT DE POLICE
G;000000A41015235;DOC;DOMMAGES AVEC COLLISION
G;000000A41015235;INC;INCENDIE
G;000000A41015235;RC;RESPONSABILITE CIVILE
G;000000A41015235;RTI;RECOURS TIERS INCENDIE
G;000000A41015235;VOL;VOL
G;000000A41015255;CAS;CONTRE ASSURANCE SPECIALE
G;000000A41015255;CP;COUT DE POLICE
G;000000A41015255;INC;INCENDIE
G;000000A41015255;PIDC;PACKAGE IND CONDUCTEUR
G;000000A41015255;RC;RESPONSABILITE CIVILE
G;000000A41015255;RTI;RECOURS TIERS INCENDIE
G;000000A41015255;VOL;VOL
G;000000A41015440;ASSP;ASS GOLD 10JR ET CARGLASS
G;000000A41015440;BG;BRIS DE GLACE
G;000000A41015440;CAS;CONTRE ASSURANCE SPECIALE
G;000000A41015440;CP;COUT DE POLICE
G;000000A41015440;DOC;DOMMAGES AVEC COLLISION
G;000000A41015440;INC;INCENDIE
G;000000A41015440;PIPT;PACKAGE IPT
G;000000A41015440;RC;RESPONSABILITE CIVILE
G;000000A41015440;RTI;RECOURS TIERS INCENDIE
G;000000A41015440;VOL;VOL
G;000000A41016423;ASSP;ASS GOLD 10JR ET CARGLASS
G;000000A41016423;BG;BRIS DE GLACE
G;000000A41016423;CAS;CONTRE ASSURANCE SPECIALE
G;000000A41016423;CP;COUT DE POLICE
G;000000A41016423;DOC;DOMMAGES AVEC COLLISION
G;000000A41016423;IAC;INCENDIE ACCESSOIRES
G;000000A41016423;INC;INCENDIE
G;000000A41016423;RC;RESPONSABILITE CIVILE
G;000000A41016423;RTI;RECOURS TIERS INCENDIE
G;000000A41016423;VAC;VOL ACCESSOIRES
G;000000A41016423;VOL;VOL
G;000000A41017554;AAA;PRISE EN CHARGE
G;000000A41017554;CAS;CONTRE ASSURANCE SPECIALE
G;000000A41017554;CP;COUT DE POLICE
G;000000A41017554;DOC;DOMMAGES AVEC COLLISION
G;000000A41017554;EXF;EXT. TIERCE FORCES DE LA NATUR
G;000000A41017554;EXI;EXTENSION INCENDIE
G;000000A41017554;INC;INCENDIE
G;000000A41017554;PIPT;PACKAGE IPT
G;000000A41017554;RC;RESPONSABILITE CIVILE
G;000000A41017554;RTI;RECOURS TIERS INCENDIE
G;000000A41017554;VOL;VOL
G;000000A41017661;ASS;ASS GOLD ET CARGLASS 60
G;000000A41017661;CAS;CONTRE ASSURANCE SPECIALE
G;000000A41017661;CP;COUT DE POLICE
G;000000A41017661;INC;INCENDIE
G;000000A41017661;RC;RESPONSABILITE CIVILE
G;000000A41017661;RTI;RECOURS TIERS INCENDIE
G;000000A41017661;TR;GARANTIE TIERCE
G;000000A41017661;VOL;VOL
G;000000A41017668;ASS;ASS GOLD ET CARGLASS 60
G;000000A41017668;BG;BRIS DE GLACE
G;000000A41017668;CAS;CONTRE ASSURANCE SPECIALE
G;000000A41017668;CP;COUT DE POLICE
G;000000A41017668;INC;INCENDIE
G;000000A41017668;RC;RESPONSABILITE CIVILE
G;000000A41017668;RTI;RECOURS TIERS INCENDIE
G;000000A41017668;VOL;VOL
G;000000A41018114;ASSP;ASS GOLD 10JR ET CARGLASS
G;000000A41018114;CAS;CONTRE ASSURANCE SPECIALE
G;000000A41018114;CP;COUT DE POLICE
G;000000A41018114;INC;INCENDIE
G;000000A41018114;PIPT;PACKAGE IPT
G;000000A41018114;RC;RESPONSABILITE CIVILE
G;000000A41018114;RTI;RECOURS TIERS INCENDIE
G;000000A41018114;VOL;VOL
G;000000A41018440;ASS;ASS GOLD ET CARGLASS 60
G;000000A41018440;CAS;CONTRE ASSURANCE SPECIALE
G;000000A41018440;CP;COUT DE POLICE
G;000000A41018440;IAC;INCENDIE ACCESSOIRES
G;000000A41018440;INC;INCENDIE
G;000000A41018440;RC;RESPONSABILITE CIVILE
G;000000A41018440;RTI;RECOURS TIERS INCENDIE
G;000000A41018440;VAC;VOL ACCESSOIRES
G;000000A41018440;VOL;VOL
G;000000A41018499;ASSP;ASS GOLD 10JR ET CARGLASS
G;000000A41018499;BG;BRIS DE GLACE
G;000000A41018499;CAS;CONTRE ASSURANCE SPECIALE
G;000000A41018499;CP;COUT DE POLICE
G;000000A41018499;DOC;DOMMAGES AVEC COLLISION
G;000000A41018499;INC;INCENDIE
G;000000A41018499;RC;RESPONSABILITE CIVILE
G;000000A41018499;RTI;RECOURS TIERS INCENDIE
G;000000A41018499;VOL;VOL
G;000000A41018576;ASSP;ASS GOLD 10JR ET CARGLASS
G;000000A41018576;CAS;CONTRE ASSURANCE SPECIALE
G;000000A41018576;CP;COUT DE POLICE
G;000000A41018576;INC;INCENDIE
G;000000A41018576;PIPT;PACKAGE IPT
G;000000A41018576;RC;RESPONSABILITE CIVILE
G;000000A41018576;RTI;RECOURS TIERS INCENDIE
G;000000A41018576;VOL;VOL
G;000000A41018623;ASSP;ASS GOLD 10JR ET CARGLASS
G;000000A41018623;BG;BRIS DE GLACE
G;000000A41018623;CAS;CONTRE ASSURANCE SPECIALE
G;000000A41018623;CP;COUT DE POLICE
G;000000A41018623;INC;INCENDIE
G;000000A41018623;PIPT;PACKAGE IPT
G;000000A41018623;RC;RESPONSABILITE CIVILE
G;000000A41018623;RTI;RECOURS TIERS INCENDIE
G;000000A41018623;VOL;VOL
G;000000A41018762;AAA;PRISE EN CHARGE
G;000000A41018762;ASSP;ASS GOLD 10JR ET CARGLASS
G;000000A41018762;CAS;CONTRE ASSURANCE SPECIALE
G;000000A41018762;CP;COUT DE POLICE
G;000000A41018762;EXF;EXT. TIERCE FORCES DE LA NATUR
G;000000A41018762;EXI;EXTENSION INCENDIE
G;000000A41018762;INC;INCENDIE
G;000000A41018762;PIPT;PACKAGE IPT
G;000000A41018762;RC;RESPONSABILITE CIVILE
G;000000A41018762;RTI;RECOURS TIERS INCENDIE
G;000000A41018762;VOL;VOL
G;000000A41019990;AAA;PRISE EN CHARGE
G;000000A41019990;ASSA;ASSISTANCE GOLD 10JR SS CARGL
G;000000A41019990;BG;BRIS DE GLACE
G;000000A41019990;CAS;CONTRE ASSURANCE SPECIALE
G;000000A41019990;CP;COUT DE POLICE
G;000000A41019990;INC;INCENDIE
G;000000A41019990;RC;RESPONSABILITE CIVILE
G;000000A41019990;RTI;RECOURS TIERS INCENDIE
G;000000A41019990;VOL;VOL
G;000000A41019990;AAA;PRISE EN CHARGE
G;000000A41019990;ASSA;ASSISTANCE GOLD 10JR SS CARGL
G;000000A41019990;BG;BRIS DE GLACE
G;000000A41019990;CAS;CONTRE ASSURANCE SPECIALE
G;000000A41019990;CP;COUT DE POLICE
G;000000A41019990;INC;INCENDIE
G;000000A41019990;RC;RESPONSABILITE CIVILE
G;000000A41019990;RTI;RECOURS TIERS INCENDIE
G;000000A41019990;VOL;VOL
G;000000A41019990;ASSA;ASSISTANCE GOLD 10JR SS CARGL
G;000000A41019990;CAS;CONTRE ASSURANCE SPECIALE
G;000000A41019990;CP;COUT DE POLICE
G;000000A41019990;INC;INCENDIE
G;000000A41019990;RC;RESPONSABILITE CIVILE
G;000000A41019990;RTI;RECOURS TIERS INCENDIE
G;000000A41019990;TR;GARANTIE TIERCE
G;000000A41019990;VOL;VOL
G;000000A41019990;ASSA;ASSISTANCE GOLD 10JR SS CARGL
G;000000A41019990;BG;BRIS DE GLACE
G;000000A41019990;CAS;CONTRE ASSURANCE SPECIALE
G;000000A41019990;CP;COUT DE POLICE
G;000000A41019990;INC;INCENDIE
G;000000A41019990;RC;RESPONSABILITE CIVILE
G;000000A41019990;RTI;RECOURS TIERS INCENDIE
G;000000A41019990;VOL;VOL
G;000000A41019990;ASSA;ASSISTANCE GOLD 10JR SS CARGL
G;000000A41019990;CAS;CONTRE ASSURANCE SPECIALE
G;000000A41019990;CP;COUT DE POLICE
G;000000A41019990;INC;INCENDIE
G;000000A41019990;RC;RESPONSABILITE CIVILE
G;000000A41019990;RTI;RECOURS TIERS INCENDIE
G;000000A41019990;TR;GARANTIE TIERCE
G;000000A41019990;VOL;VOL
G;000000A41019990;ASSA;ASSISTANCE GOLD 10JR SS CARGL
G;000000A41019990;CAS;CONTRE ASSURANCE SPECIALE
G;000000A41019990;CP;COUT DE POLICE
G;000000A41019990;INC;INCENDIE
G;000000A41019990;RC;RESPONSABILITE CIVILE
G;000000A41019990;RTI;RECOURS TIERS INCENDIE
G;000000A41019990;TR;GARANTIE TIERCE
G;000000A41019990;VOL;VOL
G;000000A41019990;ASSA;ASSISTANCE GOLD 10JR SS CARGL
G;000000A41019990;CAS;CONTRE ASSURANCE SPECIALE
G;000000A41019990;CP;COUT DE POLICE
G;000000A41019990;INC;INCENDIE
G;000000A41019990;RC;RESPONSABILITE CIVILE
G;000000A41019990;RTI;RECOURS TIERS INCENDIE
G;000000A41019990;TR;GARANTIE TIERCE
G;000000A41019990;VOL;VOL
G;000000A41019990;ASSA;ASSISTANCE GOLD 10JR SS CARGL
G;000000A41019990;CAS;CONTRE ASSURANCE SPECIALE
G;000000A41019990;CP;COUT DE POLICE
G;000000A41019990;INC;INCENDIE
G;000000A41019990;RC;RESPONSABILITE CIVILE
G;000000A41019990;RTI;RECOURS TIERS INCENDIE
G;000000A41019990;TR;GARANTIE TIERCE
G;000000A41019990;VOL;VOL
G;000000A41019990;ASSA;ASSISTANCE GOLD 10JR SS CARGL
G;000000A41019990;CAS;CONTRE ASSURANCE SPECIALE
G;000000A41019990;CP;COUT DE POLICE
G;000000A41019990;INC;INCENDIE
G;000000A41019990;RC;RESPONSABILITE CIVILE
G;000000A41019990;RTI;RECOURS TIERS INCENDIE
G;000000A41019990;TR;GARANTIE TIERCE
G;000000A41019990;VOL;VOL
G;000000A41019990;ASSA;ASSISTANCE GOLD 10JR SS CARGL
G;000000A41019990;CAS;CONTRE ASSURANCE SPECIALE
G;000000A41019990;CP;COUT DE POLICE
G;000000A41019990;INC;INCENDIE
G;000000A41019990;RC;RESPONSABILITE CIVILE
G;000000A41019990;RTI;RECOURS TIERS INCENDIE
G;000000A41019990;TR;GARANTIE TIERCE
G;000000A41019990;VOL;VOL
G;000000A41019990;ASSA;ASSISTANCE GOLD 10JR SS CARGL
G;000000A41019990;CAS;CONTRE ASSURANCE SPECIALE
G;000000A41019990;CP;COUT DE POLICE
G;000000A41019990;INC;INCENDIE
G;000000A41019990;RC;RESPONSABILITE CIVILE
G;000000A41019990;RTI;RECOURS TIERS INCENDIE
G;000000A41019990;TR;GARANTIE TIERCE
G;000000A41019990;VOL;VOL
G;000000A41019990;ASSA;ASSISTANCE GOLD 10JR SS CARGL
G;000000A41019990;CAS;CONTRE ASSURANCE SPECIALE
G;000000A41019990;CP;COUT DE POLICE
G;000000A41019990;INC;INCENDIE
G;000000A41019990;RC;RESPONSABILITE CIVILE
G;000000A41019990;RTI;RECOURS TIERS INCENDIE
G;000000A41019990;TR;GARANTIE TIERCE
G;000000A41019990;VOL;VOL
G;000000A41019990;ASSA;ASSISTANCE GOLD 10JR SS CARGL
G;000000A41019990;CAS;CONTRE ASSURANCE SPECIALE
G;000000A41019990;CP;COUT DE POLICE
G;000000A41019990;INC;INCENDIE
G;000000A41019990;RC;RESPONSABILITE CIVILE
G;000000A41019990;RTI;RECOURS TIERS INCENDIE
G;000000A41019990;TR;GARANTIE TIERCE
G;000000A41019990;VOL;VOL
G;000000A41019990;ASSA;ASSISTANCE GOLD 10JR SS CARGL
G;000000A41019990;CAS;CONTRE ASSURANCE SPECIALE
G;000000A41019990;CP;COUT DE POLICE
G;000000A41019990;INC;INCENDIE
G;000000A41019990;RC;RESPONSABILITE CIVILE
G;000000A41019990;RTI;RECOURS TIERS INCENDIE
G;000000A41019990;TR;GARANTIE TIERCE
G;000000A41019990;VOL;VOL
G;000000A41019990;ASSA;ASSISTANCE GOLD 10JR SS CARGL
G;000000A41019990;CAS;CONTRE ASSURANCE SPECIALE
G;000000A41019990;CP;COUT DE POLICE
G;000000A41019990;INC;INCENDIE
G;000000A41019990;RC;RESPONSABILITE CIVILE
G;000000A41019990;RTI;RECOURS TIERS INCENDIE
G;000000A41019990;TR;GARANTIE TIERCE
G;000000A41019990;VOL;VOL
G;000000A41019990;ASSA;ASSISTANCE GOLD 10JR SS CARGL
G;000000A41019990;BG;BRIS DE GLACE
G;000000A41019990;CAS;CONTRE ASSURANCE SPECIALE
G;000000A41019990;CP;COUT DE POLICE
G;000000A41019990;DOC;DOMMAGES AVEC COLLISION
G;000000A41019990;INC;INCENDIE
G;000000A41019990;RC;RESPONSABILITE CIVILE
G;000000A41019990;RTI;RECOURS TIERS INCENDIE
G;000000A41019990;VOL;VOL
G;000000A41019994;AAA;PRISE EN CHARGE
G;000000A41019994;CAS;CONTRE ASSURANCE SPECIALE
G;000000A41019994;CP;COUT DE POLICE
G;000000A41019994;INC;INCENDIE
G;000000A41019994;RC;RESPONSABILITE CIVILE
G;000000A41019994;RTI;RECOURS TIERS INCENDIE
G;000000A41019994;VOL;VOL
G;000000A41019994;ASSP;ASS GOLD 10JR ET CARGLASS
G;000000A41019994;CAS;CONTRE ASSURANCE SPECIALE
G;000000A41019994;CP;COUT DE POLICE
G;000000A41019994;INC;INCENDIE
G;000000A41019994;RC;RESPONSABILITE CIVILE
G;000000A41019994;RTI;RECOURS TIERS INCENDIE
G;000000A41019994;TR;GARANTIE TIERCE
G;000000A41019994;VOL;VOL
G;000000A41019994;CAS;CONTRE ASSURANCE SPECIALE
G;000000A41019994;CP;COUT DE POLICE
G;000000A41019994;INC;INCENDIE
G;000000A41019994;RC;RESPONSABILITE CIVILE
G;000000A41019994;RTI;RECOURS TIERS INCENDIE
G;000000A41019994;TR;GARANTIE TIERCE
G;000000A41019994;VOL;VOL
G;000000A41019994;CAS;CONTRE ASSURANCE SPECIALE
G;000000A41019994;CP;COUT DE POLICE
G;000000A41019994;INC;INCENDIE
G;000000A41019994;RC;RESPONSABILITE CIVILE
G;000000A41019994;RTI;RECOURS TIERS INCENDIE
G;000000A41019994;TR;GARANTIE TIERCE
G;000000A41019994;VOL;VOL
G;000000A41019999;CAS;CONTRE ASSURANCE SPECIALE
G;000000A41019999;CP;COUT DE POLICE
G;000000A41019999;RC;RESPONSABILITE CIVILE
G;000000A41019999;RTI;RECOURS TIERS INCENDIE
G;000000A41020148;ASSP;ASS GOLD 10JR ET CARGLASS
G;000000A41020148;CAS;CONTRE ASSURANCE SPECIALE
G;000000A41020148;CP;COUT DE POLICE
G;000000A41020148;DOC;DOMMAGES AVEC COLLISION
G;000000A41020148;INC;INCENDIE
G;000000A41020148;RC;RESPONSABILITE CIVILE
G;000000A41020148;RTI;RECOURS TIERS INCENDIE
G;000000A41020148;VOL;VOL
G;000000A41020297;ASS;ASS GOLD ET CARGLASS 60
G;000000A41020297;BG;BRIS DE GLACE
G;000000A41020297;CAS;CONTRE ASSURANCE SPECIALE
G;000000A41020297;CP;COUT DE POLICE
G;000000A41020297;DOC;DOMMAGES AVEC COLLISION
G;000000A41020297;IAC;INCENDIE ACCESSOIRES
G;000000A41020297;INC;INCENDIE
G;000000A41020297;RC;RESPONSABILITE CIVILE
G;000000A41020297;RTI;RECOURS TIERS INCENDIE
G;000000A41020297;VAC;VOL ACCESSOIRES
G;000000A41020297;VOL;VOL
G;000000A41020297;ASS;ASS GOLD ET CARGLASS 60
G;000000A41020297;BG;BRIS DE GLACE
G;000000A41020297;CAS;CONTRE ASSURANCE SPECIALE
G;000000A41020297;CP;COUT DE POLICE
G;000000A41020297;DOC;DOMMAGES AVEC COLLISION
G;000000A41020297;IAC;INCENDIE ACCESSOIRES
G;000000A41020297;INC;INCENDIE
G;000000A41020297;RC;RESPONSABILITE CIVILE
G;000000A41020297;RTI;RECOURS TIERS INCENDIE
G;000000A41020297;VAC;VOL ACCESSOIRES
G;000000A41020297;VOL;VOL
G;000000A41020406;AAA;PRISE EN CHARGE
G;000000A41020406;ASSP;ASS GOLD 10JR ET CARGLASS
G;000000A41020406;BG;BRIS DE GLACE
G;000000A41020406;CAS;CONTRE ASSURANCE SPECIALE
G;000000A41020406;CP;COUT DE POLICE
G;000000A41020406;EXF;EXT. TIERCE FORCES DE LA NATUR
G;000000A41020406;EXI;EXTENSION INCENDIE
G;000000A41020406;INC;INCENDIE
G;000000A41020406;PIPT;PACKAGE IPT
G;000000A41020406;RC;RESPONSABILITE CIVILE
G;000000A41020406;RTI;RECOURS TIERS INCENDIE
G;000000A41020406;VOL;VOL
G;000000A41020420;AAA;PRISE EN CHARGE
